,NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PEANLTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS,MINUTES_PER_ASSIST,MINUTES_PER_GOAL,MINUTES_PER_GAME,MINUTES_PER_POINT,MINUTES_PER_XG,MINUTES_PER_XA,xg_diff,xa_diff
494,ainsley maitland-niles,19,6.0,DF,15,8,914,0,0,0,0,1,0,0.2,0.9,0.0,16.0,3.0,0.0,25.0,34,3510.0,3510.0,60.93333333333333,36.56,4570.0,1015.5555555555555,-0.2,-0.9
495,sam byram,23,13.0,DF,5,2,248,0,0,0,0,1,0,0.3,0.1,0.0,7.0,0.0,0.0,5.0,0,3510.0,3510.0,49.6,49.6,826.6666666666667,2480.0,-0.3,-0.1
496,davide zappacosta,25,5.0,DF,22,12,1098,1,1,0,0,0,0,1.4,1.3,0.0,15.0,5.0,0.0,58.0,9,1098.0,1098.0,49.90909090909091,18.93103448275862,784.2857142857143,844.6153846153846,-0.3999999999999999,-0.30000000000000004
497,isaac hayden,22,10.0,MF,26,15,1374,1,0,0,0,7,0,1.0,0.6,0.0,25.0,3.0,0.0,41.0,69,3510.0,1374.0,52.84615384615385,33.51219512195122,1374.0,2290.0,0.0,-0.6
498,romelu lukaku,24,2.0,FW,34,33,2867,16,7,0,1,4,0,13.2,4.7,0.0,26.0,14.0,0.0,162.0,115,409.57142857142856,179.1875,84.32352941176471,17.69753086419753,217.19696969696972,610.0,2.8000000000000007,2.3
499,james tarkowski,24,7.0,DF,31,31,2790,0,0,0,0,5,0,1.4,0.8,0.0,30.0,11.0,0.0,101.0,97,3510.0,3510.0,90.0,27.623762376237625,1992.857142857143,3487.5,-1.4,-0.8
500,mamadou sakho,27,11.0,DF,19,18,1600,1,2,0,0,1,0,1.2,1.1,0.0,23.0,6.0,0.0,81.0,88,800.0,1600.0,84.21052631578948,19.753086419753085,1333.3333333333335,1454.5454545454545,-0.19999999999999996,0.8999999999999999
501,john stones,23,1.0,DF,18,16,1302,0,0,0,0,0,0,0.8,0.0,0.0,11.0,9.0,0.0,70.0,83,3510.0,3510.0,72.33333333333333,18.6,1627.5,35100.0,-0.8,0.0
502,ciaran clark,27,10.0,DF,20,19,1746,2,1,0,0,3,0,1.7,0.7,0.0,30.0,4.0,0.0,64.0,42,1746.0,873.0,87.3,27.28125,1027.0588235294117,2494.285714285714,0.30000000000000004,0.30000000000000004
503,harvey barnes,19,9.0,MF,3,0,10,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,43,3510.0,3510.0,3.3333333333333335,3.3333333333333335,100.0,35100.0,-0.1,0.0
504,james mcarthur,29,11.0,MF,33,27,2431,5,1,0,0,5,0,3.7,2.2,0.0,35.0,7.0,0.0,101.0,121,2431.0,486.2,73.66666666666667,24.06930693069307,657.027027027027,1105.0,1.2999999999999998,-1.2000000000000002
505,vicente iborra,29,9.0,MF,19,17,1410,3,0,0,0,0,0,1.7,0.5,0.0,23.0,3.0,0.0,58.0,9,3510.0,470.0,74.21052631578948,24.310344827586206,829.4117647058823,2820.0,1.3,-0.5
506,mohamed salah,25,4.0,FW,36,34,2907,32,10,1,1,1,0,24.1,7.5,0.0,29.0,15.0,0.0,303.0,259,290.7,90.84375,80.75,9.594059405940595,120.62240663900414,387.6,7.899999999999999,2.5
507,christopher schindler,27,16.0,DF,37,37,3265,0,1,0,0,7,2,1.1,2.3,0.0,53.0,9.0,0.0,102.0,76,3265.0,3510.0,88.24324324324324,32.009803921568626,2968.181818181818,1419.5652173913045,-1.1,-1.2999999999999998
508,mohamed elneny,25,6.0,MF,13,11,867,0,1,0,0,3,1,0.3,0.9,0.0,12.0,3.0,0.0,22.0,10,867.0,3510.0,66.6923076923077,39.40909090909091,2890.0,963.3333333333333,-0.3,0.09999999999999998
509,shane duffy,25,15.0,DF,37,37,3292,0,1,0,0,8,0,2.3,1.1,0.0,52.0,10.0,0.0,100.0,115,3292.0,3510.0,88.97297297297297,32.92,1431.304347826087,2992.7272727272725,-2.3,-0.10000000000000009
510,steven davis,32,17.0,MF,23,17,1521,3,0,0,0,0,0,0.9,1.1,0.0,21.0,4.0,0.0,71.0,9,3510.0,507.0,66.1304347826087,21.422535211267604,1690.0,1382.7272727272725,2.1,-1.1
511,nemanja matic,28,2.0,MF,36,35,3118,1,1,0,0,6,0,0.7,1.6,0.0,26.0,16.0,0.0,91.0,59,3118.0,3118.0,86.61111111111111,34.26373626373626,4454.285714285715,1948.75,0.30000000000000004,-0.6000000000000001
512,manolo gabbiadini,25,17.0,FW,28,11,1081,5,0,1,0,2,0,2.5,0.5,0.0,17.0,4.0,0.0,66.0,23,3510.0,216.2,38.607142857142854,16.37878787878788,432.4,2162.0,2.5,-0.5
513,alex mccarthy,27,17.0,GK,18,18,1620,0,0,0,0,2,0,0.0,0.0,0.0,26.0,4.0,42.0,52.0,73,3510.0,3510.0,90.0,31.153846153846153,35100.0,35100.0,0.0,0.0
514,arthur masuaku,23,13.0,DF,27,21,1870,0,3,0,0,5,0,0.3,2.0,0.0,29.0,6.0,0.0,68.0,49,623.3333333333334,3510.0,69.25925925925925,27.5,6233.333333333334,935.0,-0.3,1.0
515,simon mignolet,29,4.0,GK,19,19,1710,0,0,0,0,3,0,0.0,0.0,0.0,24.0,7.0,36.0,67.0,0,3510.0,3510.0,90.0,25.52238805970149,35100.0,35100.0,0.0,0.0
516,aaron wan-bissaka,19,11.0,DF,7,7,627,0,0,0,0,1,0,0.0,0.2,0.0,10.0,2.0,0.0,15.0,120,3510.0,3510.0,89.57142857142857,41.8,35100.0,3135.0,0.0,-0.2
517,serge aurier,24,3.0,DF,17,16,1429,2,2,0,0,2,2,0.8,2.6,0.0,13.0,6.0,0.0,77.0,24,714.5,714.5,84.05882352941177,18.558441558441558,1786.25,549.6153846153846,1.2,-0.6000000000000001
518,ross barkley,23,5.0,MF,2,2,129,0,0,0,0,0,0,0.8,0.1,0.0,4.0,0.0,0.0,3.0,79,3510.0,3510.0,64.5,43.0,161.25,1290.0,-0.8,-0.1
519,eric bailly,23,2.0,DF,13,11,1001,1,0,0,0,2,0,1.1,0.2,1.0,6.0,7.0,0.0,55.0,16,3510.0,1001.0,77.0,18.2,909.9999999999999,5005.0,-0.10000000000000009,-0.2
520,dominic calvert-lewin,20,8.0,FW,32,18,1882,4,6,0,0,4,0,4.9,2.6,0.0,28.0,6.0,0.0,88.0,92,313.6666666666667,470.5,58.8125,21.386363636363637,384.0816326530612,723.8461538461538,-0.9000000000000004,3.4
521,michy batshuayi,23,5.0,FW,12,3,360,2,1,0,0,0,0,1.1,0.1,1.0,7.0,1.0,0.0,25.0,48,360.0,180.0,30.0,14.4,327.27272727272725,3600.0,0.8999999999999999,0.9
522,brahim diaz,17,1.0,FW,5,0,55,0,0,0,0,0,0,0.5,0.0,0.0,1.0,0.0,0.0,5.0,0,3510.0,3510.0,11.0,11.0,110.0,35100.0,-0.5,0.0
523,pedro obiang,25,13.0,MF,21,18,1563,2,0,0,0,3,0,0.4,0.4,0.0,29.0,5.0,0.0,54.0,43,3510.0,781.5,74.42857142857143,28.944444444444443,3907.5,3907.5,1.6,-0.4
524,james milner,31,4.0,MF,32,16,1775,0,3,0,0,3,0,1.1,3.2,0.0,25.0,6.0,0.0,77.0,101,591.6666666666666,3510.0,55.46875,23.051948051948052,1613.6363636363635,554.6875,-1.1,-0.20000000000000018
525,lys mousset,21,12.0,FW,23,4,596,2,0,0,0,1,0,1.2,0.8,0.0,16.0,1.0,0.0,36.0,28,3510.0,298.0,25.91304347826087,16.555555555555557,496.6666666666667,745.0,0.8,-0.8
526,adrian mariappa,30,14.0,DF,28,24,2210,0,0,0,0,4,0,0.7,0.2,0.0,43.0,6.0,0.0,58.0,57,3510.0,3510.0,78.92857142857143,38.10344827586207,3157.1428571428573,11050.0,-0.7,-0.2
527,ashley young,32,2.0,DF,30,28,2442,2,4,0,0,7,0,0.8,3.6,0.0,26.0,9.0,0.0,98.0,73,610.5,1221.0,81.4,24.918367346938776,3052.5,678.3333333333334,1.2,0.3999999999999999
528,marcus rashford,19,2.0,FW,35,17,1813,7,5,0,0,3,0,5.2,3.8,0.0,16.0,10.0,0.0,104.0,128,362.6,259.0,51.8,17.432692307692307,348.65384615384613,477.10526315789474,1.7999999999999998,1.2000000000000002
529,nathaniel clyne,26,4.0,DF,3,2,174,0,0,0,0,1,0,0.1,0.1,0.0,1.0,1.0,0.0,7.0,34,3510.0,3510.0,58.0,24.857142857142858,1740.0,1740.0,-0.1,-0.1
531,alexandre lacazette,26,6.0,FW,32,26,2202,14,4,2,0,1,0,13.7,4.4,0.0,28.0,10.0,0.0,138.0,166,550.5,157.28571428571428,68.8125,15.956521739130435,160.72992700729927,500.45454545454544,0.3000000000000007,-0.40000000000000036
532,seamus coleman,28,8.0,DF,12,12,1035,0,1,0,0,0,0,1.0,0.7,0.0,12.0,4.0,0.0,39.0,125,1035.0,3510.0,86.25,26.53846153846154,1035.0,1478.5714285714287,-1.0,0.30000000000000004
533,hector bellerin,22,6.0,DF,35,34,3051,2,3,0,0,5,0,2.2,3.9,0.0,44.0,12.0,0.0,132.0,60,1017.0,1525.5,87.17142857142858,23.113636363636363,1386.8181818181818,782.3076923076924,-0.20000000000000018,-0.8999999999999999
534,collin quaner,26,16.0,FW,26,13,1280,0,4,0,0,4,0,1.4,2.5,0.0,23.0,3.0,0.0,44.0,2,320.0,3510.0,49.23076923076923,29.09090909090909,914.2857142857143,512.0,-1.4,1.5
535,wayne hennessey,30,11.0,GK,27,27,2430,0,0,0,0,1,0,0.0,0.5,0.0,41.0,7.0,91.0,99.0,67,3510.0,3510.0,90.0,24.545454545454547,35100.0,4860.0,0.0,-0.5
536,james mccarthy,26,8.0,MF,4,3,205,0,0,0,0,0,0,0.1,0.0,0.0,6.0,0.0,0.0,6.0,1,3510.0,3510.0,51.25,34.166666666666664,2050.0,35100.0,-0.1,0.0
537,michael obafemi,17,17.0,FW,1,0,9,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,13,3510.0,3510.0,9.0,9.0,22.5,35100.0,-0.4,0.0
538,lee grant,34,19.0,GK,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,8.0,5.0,0,3510.0,3510.0,90.0,54.0,35100.0,35100.0,0.0,0.0
539,jack simpson,20,12.0,DF,1,1,71,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10,3510.0,3510.0,71.0,71.0,35100.0,35100.0,0.0,0.0
540,daniel amartey,22,9.0,DF,8,6,487,0,0,0,0,1,2,0.0,0.0,0.0,7.0,3.0,0.0,13.0,15,3510.0,3510.0,60.875,37.46153846153846,35100.0,35100.0,0.0,0.0
541,claudio bravo,34,1.0,GK,3,2,226,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,0,3510.0,3510.0,75.33333333333333,22.6,35100.0,35100.0,0.0,0.0
542,andrew robertson,23,4.0,DF,22,22,1940,1,5,0,0,2,0,0.5,4.1,0.0,18.0,10.0,0.0,111.0,213,388.0,1940.0,88.18181818181819,17.47747747747748,3880.0,473.1707317073171,0.5,0.9000000000000004
543,victor lindelof,23,2.0,DF,17,13,1285,0,0,0,0,1,0,0.0,0.3,0.0,14.0,5.0,0.0,47.0,85,3510.0,3510.0,75.58823529411765,27.340425531914892,35100.0,4283.333333333334,0.0,-0.3
544,tyrone mings,24,12.0,DF,4,3,201,0,0,0,0,1,0,0.0,0.1,0.0,5.0,0.0,0.0,3.0,5,3510.0,3510.0,50.25,67.0,35100.0,2010.0,0.0,-0.1
545,edimilson fernandes,21,13.0,MF,14,9,845,0,1,0,0,1,0,0.3,0.3,0.0,20.0,2.0,0.0,29.0,0,845.0,3510.0,60.357142857142854,29.137931034482758,2816.666666666667,2816.666666666667,-0.3,0.7
546,asmir begovic,30,12.0,GK,38,38,3420,0,0,0,0,2,0,0.0,0.0,0.0,61.0,6.0,111.0,112.0,63,3510.0,3510.0,90.0,30.535714285714285,35100.0,35100.0,0.0,0.0
547,shane long,30,17.0,FW,30,15,1582,2,1,0,0,6,0,3.7,1.3,0.0,28.0,4.0,0.0,53.0,66,1582.0,791.0,52.733333333333334,29.849056603773583,427.56756756756755,1216.923076923077,-1.7000000000000002,-0.30000000000000004
548,mousa dembele,30,3.0,MF,28,21,1879,0,0,0,0,6,0,0.4,0.7,0.0,22.0,7.0,0.0,52.0,14,3510.0,3510.0,67.10714285714286,36.13461538461539,4697.5,2684.2857142857147,-0.4,-0.7
549,shinji okazaki,31,9.0,FW,27,17,1324,6,2,0,0,2,0,6.7,2.0,0.0,19.0,5.0,0.0,76.0,25,662.0,220.66666666666666,49.03703703703704,17.42105263157895,197.61194029850745,662.0,-0.7000000000000002,0.0
550,danny ings,25,4.0,FW,8,3,267,1,0,0,0,0,0,1.1,0.1,0.0,0.0,3.0,0.0,18.0,90,3510.0,267.0,33.375,14.833333333333334,242.72727272727272,2670.0,-0.10000000000000009,-0.1
551,cedric soares,25,17.0,DF,32,32,2794,0,3,0,0,3,0,0.7,3.1,0.0,44.0,7.0,0.0,85.0,52,931.3333333333334,3510.0,87.3125,32.870588235294115,3991.4285714285716,901.2903225806451,-0.7,-0.10000000000000009
552,aymeric laporte,23,1.0,DF,9,9,806,0,0,0,0,1,0,0.1,0.1,0.0,5.0,4.0,0.0,35.0,177,3510.0,3510.0,89.55555555555556,23.02857142857143,8060.0,8060.0,-0.1,-0.1
553,nathan redmond,23,17.0,FW,31,22,1945,1,3,0,0,3,0,2.2,3.6,0.0,31.0,7.0,0.0,72.0,137,648.3333333333334,1945.0,62.74193548387097,27.01388888888889,884.090909090909,540.2777777777777,-1.2000000000000002,-0.6000000000000001
554,riyad mahrez,26,9.0,MF,36,34,2950,12,10,0,0,2,0,6.5,7.2,0.0,51.0,9.0,0.0,195.0,102,295.0,245.83333333333334,81.94444444444444,15.128205128205128,453.84615384615387,409.72222222222223,5.5,2.8
555,gaetan bong,29,15.0,DF,25,25,2236,0,0,0,0,2,0,0.1,0.5,1.0,36.0,6.0,0.0,63.0,48,3510.0,3510.0,89.44,35.492063492063494,22360.0,4472.0,-0.1,-0.5
556,ilkay gundogan,26,1.0,MF,30,15,1517,4,1,1,0,3,0,3.0,1.7,0.0,15.0,6.0,0.0,82.0,113,1517.0,379.25,50.56666666666667,18.5,505.6666666666667,892.3529411764706,1.0,-0.7
557,cenk tosun,26,8.0,FW,14,12,986,5,0,0,0,0,0,2.8,1.4,0.0,13.0,4.0,0.0,55.0,56,3510.0,197.2,70.42857142857143,17.927272727272726,352.14285714285717,704.2857142857143,2.2,-1.4
558,fraser forster,29,17.0,GK,20,20,1800,0,0,0,0,0,0,0.0,0.0,0.0,30.0,4.0,69.0,73.0,2,3510.0,3510.0,90.0,24.65753424657534,35100.0,35100.0,0.0,0.0
559,dan gosling,27,12.0,MF,28,21,1947,2,1,0,0,8,0,2.1,0.9,0.0,41.0,1.0,0.0,59.0,54,1947.0,973.5,69.53571428571429,33.0,927.1428571428571,2163.3333333333335,-0.10000000000000009,0.09999999999999998
560,ayoze perez,24,10.0,MF,36,28,2492,8,5,0,0,3,0,6.2,4.7,1.0,28.0,8.0,0.0,124.0,141,498.4,311.5,69.22222222222223,20.096774193548388,401.93548387096774,530.2127659574468,1.7999999999999998,0.2999999999999998
561,tom cleverley,27,14.0,MF,23,22,1902,1,2,0,1,2,2,1.9,1.6,0.0,33.0,6.0,0.0,58.0,25,951.0,1902.0,82.69565217391305,32.793103448275865,1001.0526315789474,1188.75,-0.8999999999999999,0.3999999999999999
562,antonio rudiger,24,5.0,DF,27,25,2338,2,1,0,0,4,0,1.7,0.4,0.0,22.0,12.0,0.0,115.0,116,2338.0,1169.0,86.5925925925926,20.330434782608695,1375.2941176470588,5845.0,0.30000000000000004,0.6
563,terence kongolo,23,16.0,DF,13,11,1049,0,0,0,0,0,0,0.3,0.1,0.0,14.0,2.0,0.0,30.0,60,3510.0,3510.0,80.6923076923077,34.96666666666667,3496.666666666667,10490.0,-0.3,-0.1
564,steven defour,29,7.0,MF,24,24,1997,1,1,0,0,6,0,0.8,1.1,0.0,17.0,12.0,0.0,62.0,10,1997.0,1997.0,83.20833333333333,32.20967741935484,2496.25,1815.4545454545453,0.19999999999999996,-0.10000000000000009
565,steve cook,26,12.0,DF,34,31,2767,2,1,0,0,5,0,1.6,1.0,1.0,53.0,5.0,0.0,83.0,85,2767.0,1383.5,81.38235294117646,33.33734939759036,1729.375,2767.0,0.3999999999999999,0.0
566,charlie austin,28,17.0,FW,24,10,1037,7,0,1,0,2,0,7.1,0.8,0.0,15.0,4.0,0.0,72.0,46,3510.0,148.14285714285714,43.208333333333336,14.402777777777779,146.05633802816902,1296.25,-0.09999999999999964,-0.8
567,jan vertonghen,30,3.0,DF,36,36,3203,0,0,0,0,4,0,1.0,0.8,0.0,31.0,16.0,0.0,138.0,67,3510.0,3510.0,88.97222222222223,23.21014492753623,3203.0,4003.75,-1.0,-0.8
568,jordan ayew,25,18.0,FW,36,33,2852,7,2,1,0,2,1,7.3,2.0,0.0,49.0,7.0,0.0,108.0,46,1426.0,407.42857142857144,79.22222222222223,26.40740740740741,390.68493150684935,1426.0,-0.2999999999999998,0.0
569,nick pope,25,7.0,GK,35,34,3115,0,0,0,0,3,0,0.0,0.5,0.0,35.0,11.0,113.0,152.0,0,3510.0,3510.0,89.0,20.49342105263158,35100.0,6230.0,0.0,-0.5
570,emerson palmieri,22,5.0,DF,5,3,280,0,1,0,0,0,0,0.1,0.0,0.0,4.0,1.0,0.0,14.0,22,280.0,3510.0,56.0,20.0,2800.0,35100.0,-0.1,1.0
571,abdelhamid sabiri,20,16.0,MF,5,2,220,0,1,0,0,1,0,0.3,0.1,0.0,5.0,1.0,0.0,10.0,2,220.0,3510.0,44.0,22.0,733.3333333333334,2200.0,-0.3,0.9
572,tiemoue bakayoko,22,5.0,MF,29,24,2126,2,2,0,0,4,2,3.2,1.2,0.0,24.0,11.0,0.0,77.0,0,1063.0,1063.0,73.3103448275862,27.61038961038961,664.375,1771.6666666666667,-1.2000000000000002,0.8
573,ashley barnes,27,7.0,FW,36,21,2165,9,0,0,0,10,0,6.7,1.6,0.0,23.0,5.0,0.0,92.0,122,3510.0,240.55555555555554,60.138888888888886,23.532608695652176,323.13432835820896,1353.125,2.3,-1.6
574,mathew ryan,25,15.0,GK,38,38,3420,0,0,0,0,0,0,0.0,0.0,0.0,54.0,10.0,124.0,146.0,104,3510.0,3510.0,90.0,23.424657534246574,35100.0,35100.0,0.0,0.0
575,rajiv van la parra,26,16.0,FW,33,26,2137,3,0,1,0,3,1,3.1,0.9,0.0,36.0,6.0,0.0,74.0,10,3510.0,712.3333333333334,64.75757575757575,28.87837837837838,689.3548387096774,2374.4444444444443,-0.10000000000000009,-0.9
576,adam lallana,29,4.0,MF,12,1,308,0,0,0,0,1,0,1.5,0.4,0.0,1.0,1.0,0.0,13.0,23,3510.0,3510.0,25.666666666666668,23.692307692307693,205.33333333333334,770.0,-1.5,-0.4
577,oriol romeu,25,17.0,MF,34,34,2897,1,0,0,0,11,0,2.6,1.4,0.0,47.0,8.0,0.0,68.0,55,3510.0,2897.0,85.20588235294117,42.60294117647059,1114.2307692307693,2069.285714285714,-1.6,-1.4
578,leighton baines,32,8.0,DF,22,22,1909,2,3,2,0,1,0,2.1,1.9,0.0,34.0,5.0,0.0,82.0,7,636.3333333333334,954.5,86.77272727272727,23.28048780487805,909.047619047619,1004.7368421052632,-0.10000000000000009,1.1
579,kevin mirallas,29,8.0,FW,5,2,138,0,0,0,0,1,0,0.2,0.1,0.0,8.0,0.0,0.0,5.0,0,3510.0,3510.0,27.6,27.6,690.0,1380.0,-0.2,-0.1
580,phil jones,25,2.0,DF,23,23,1973,0,0,0,0,2,0,0.4,0.1,1.0,11.0,15.0,0.0,116.0,43,3510.0,3510.0,85.78260869565217,17.00862068965517,4932.5,19730.0,-0.4,-0.1
581,mason holgate,20,8.0,DF,15,13,1184,0,0,0,0,3,0,0.6,0.6,0.0,14.0,4.0,0.0,37.0,5,3510.0,3510.0,78.93333333333334,32.0,1973.3333333333335,1973.3333333333335,-0.6,-0.6
582,andros townsend,26,11.0,FW,36,35,3120,2,7,0,0,3,0,3.0,7.2,0.0,48.0,9.0,0.0,121.0,135,445.7142857142857,1560.0,86.66666666666667,25.785123966942148,1040.0,433.3333333333333,-1.0,-0.20000000000000018
583,daniel sturridge,27,12.0,FW,15,7,549,2,1,0,0,0,0,2.4,1.0,0.0,16.0,6.0,0.0,64.0,34,549.0,274.5,36.6,8.578125,228.75,549.0,-0.3999999999999999,0.0
584,ashley williams,32,8.0,DF,24,20,1834,1,0,0,0,3,1,0.8,0.3,0.0,31.0,5.0,0.0,56.0,0,3510.0,1834.0,76.41666666666667,32.75,2292.5,6113.333333333334,0.19999999999999996,-0.3
585,simon francis,32,12.0,DF,32,31,2705,0,1,0,0,9,2,0.6,1.5,0.0,47.0,4.0,0.0,56.0,40,2705.0,3510.0,84.53125,48.30357142857143,4508.333333333334,1803.3333333333333,-0.6,-0.5
586,alex pritchard,24,16.0,MF,14,12,998,1,1,0,0,1,0,1.2,1.9,0.0,12.0,3.0,0.0,40.0,69,998.0,998.0,71.28571428571429,24.95,831.6666666666667,525.2631578947369,-0.19999999999999996,-0.8999999999999999
587,callum wilson,25,12.0,FW,28,23,1981,8,2,0,0,0,0,7.6,1.5,0.0,33.0,6.0,0.0,102.0,168,990.5,247.625,70.75,19.42156862745098,260.65789473684214,1320.6666666666667,0.40000000000000036,0.5
588,victor moses,26,5.0,DF,28,25,2110,3,3,0,0,3,0,3.0,2.4,0.0,20.0,11.0,0.0,131.0,2,703.3333333333334,703.3333333333334,75.35714285714286,16.106870229007633,703.3333333333334,879.1666666666667,0.0,0.6000000000000001
589,laurent koscielny,31,6.0,DF,25,25,2225,2,0,0,0,4,0,1.9,0.4,0.0,32.0,9.0,0.0,100.0,62,3510.0,1112.5,89.0,22.25,1171.0526315789475,5562.5,0.10000000000000009,-0.4
590,jordon ibe,21,12.0,MF,32,22,1995,2,6,0,0,1,0,3.0,3.3,0.0,33.0,4.0,0.0,85.0,33,332.5,997.5,62.34375,23.470588235294116,665.0,604.5454545454546,-1.0,2.7
591,moussa sissoko,27,3.0,MF,32,15,1386,1,1,0,0,3,0,2.2,2.2,0.0,18.0,7.0,0.0,58.0,76,1386.0,1386.0,43.3125,23.896551724137932,630.0,630.0,-1.2000000000000002,-1.2000000000000002
592,ramadan sobhi,20,19.0,MF,24,12,1238,2,0,0,0,2,0,1.2,1.0,0.0,30.0,2.0,0.0,51.0,4,3510.0,619.0,51.583333333333336,24.274509803921568,1031.6666666666667,1238.0,0.8,-1.0
593,christian fuchs,31,9.0,DF,25,21,1921,0,1,0,0,1,0,0.5,1.2,1.0,35.0,4.0,0.0,57.0,3,1921.0,3510.0,76.84,33.70175438596491,3842.0,1600.8333333333335,-0.5,-0.19999999999999996
594,eldin jakupovic,32,9.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,8.0,4.0,0,3510.0,3510.0,90.0,45.0,35100.0,35100.0,0.0,0.0
595,winston reid,29,13.0,DF,17,17,1452,0,0,0,0,5,0,0.3,0.3,0.0,27.0,5.0,0.0,42.0,0,3510.0,3510.0,85.41176470588235,34.57142857142857,4840.0,4840.0,-0.3,-0.3
596,karl darlow,26,10.0,GK,10,10,900,0,0,0,0,0,0,0.0,0.0,1.0,15.0,2.0,35.0,33.0,0,3510.0,3510.0,90.0,27.272727272727273,35100.0,35100.0,0.0,0.0
597,cesc fabregas,30,5.0,MF,32,25,2307,2,4,0,0,5,2,2.4,6.8,0.0,26.0,11.0,0.0,89.0,6,576.75,1153.5,72.09375,25.921348314606742,961.25,339.2647058823529,-0.3999999999999999,-2.8
598,tommy smith,25,16.0,DF,24,21,1904,0,1,0,0,7,0,0.2,1.8,0.0,31.0,5.0,0.0,50.0,9,1904.0,3510.0,79.33333333333333,38.08,9520.0,1057.7777777777778,-0.2,-0.8
599,luka milivojevic,26,11.0,MF,36,35,3080,10,1,7,1,8,0,8.2,1.0,0.0,52.0,8.0,0.0,144.0,166,3080.0,308.0,85.55555555555556,21.38888888888889,375.609756097561,3080.0,1.8000000000000007,0.0
600,ruben loftus-cheek,21,11.0,MF,24,21,1874,2,3,0,0,1,0,3.5,3.2,0.0,30.0,6.0,0.0,77.0,79,624.6666666666666,937.0,78.08333333333333,24.337662337662337,535.4285714285714,585.625,-1.5,-0.20000000000000018
601,matteo darmian,27,2.0,DF,8,5,444,0,0,0,0,0,0,0.0,0.0,0.0,3.0,3.0,0.0,27.0,14,3510.0,3510.0,55.5,16.444444444444443,35100.0,35100.0,0.0,0.0
602,deandre yedlin,24,10.0,DF,34,31,2845,0,2,0,0,5,0,0.2,2.0,1.0,37.0,7.0,0.0,88.0,63,1422.5,3510.0,83.67647058823529,32.32954545454545,14225.0,1422.5,-0.2,0.0
603,fernando llorente,32,3.0,FW,16,1,238,1,0,0,0,1,0,1.0,0.2,0.0,2.0,1.0,0.0,22.0,41,3510.0,238.0,14.875,10.818181818181818,238.0,1190.0,0.0,-0.2
604,chancel mbemba,22,10.0,DF,9,7,672,0,0,0,0,0,0,0.0,0.5,0.0,11.0,1.0,0.0,20.0,0,3510.0,3510.0,74.66666666666667,33.6,35100.0,1344.0,0.0,-0.5
605,nahki wells,27,7.0,FW,9,0,55,0,0,0,0,0,0,0.6,0.0,0.0,3.0,0.0,0.0,9.0,0,3510.0,3510.0,6.111111111111111,6.111111111111111,91.66666666666667,35100.0,-0.6,0.0
606,calum chambers,22,6.0,DF,12,10,866,0,0,0,0,1,0,1.4,0.1,0.0,14.0,2.0,0.0,23.0,60,3510.0,3510.0,72.16666666666667,37.65217391304348,618.5714285714286,8660.0,-1.4,-0.1
607,andreas christensen,21,5.0,DF,27,23,2086,0,0,0,0,0,0,0.9,0.1,0.0,23.0,8.0,0.0,79.0,22,3510.0,3510.0,77.25925925925925,26.40506329113924,2317.777777777778,20860.0,-0.9,-0.1
608,davinson sanchez,21,3.0,DF,31,29,2534,0,0,0,0,1,1,0.5,0.1,1.0,21.0,13.0,0.0,107.0,78,3510.0,3510.0,81.74193548387096,23.682242990654206,5068.0,25340.0,-0.5,-0.1
609,trent alexander-arnold,18,4.0,DF,19,18,1573,1,1,0,0,3,0,1.0,2.6,0.0,17.0,8.0,0.0,83.0,185,1573.0,1573.0,82.78947368421052,18.951807228915662,1573.0,605.0,0.0,-1.6
610,vincent kompany,31,1.0,DF,17,17,1394,1,1,0,0,6,0,0.8,0.5,0.0,11.0,6.0,0.0,60.0,58,1394.0,1394.0,82.0,23.233333333333334,1742.5,2788.0,0.19999999999999996,0.5
611,yannick bolasie,28,8.0,FW,16,11,851,1,0,0,0,0,0,1.5,0.7,0.0,14.0,3.0,0.0,35.0,0,3510.0,851.0,53.1875,24.314285714285713,567.3333333333334,1215.7142857142858,-0.5,-0.7
612,jan bednarek,21,17.0,DF,5,5,426,1,0,0,0,1,0,0.2,0.0,0.0,5.0,2.0,0.0,22.0,49,3510.0,426.0,85.2,19.363636363636363,2130.0,35100.0,0.8,0.0
613,christian benteke,26,11.0,FW,31,24,2240,3,5,1,1,6,0,10.2,2.9,0.0,36.0,6.0,0.0,84.0,33,448.0,746.6666666666666,72.25806451612904,26.666666666666668,219.60784313725492,772.4137931034483,-7.199999999999999,2.1
